,q_i_s,b_i_s,e_i_s,f_i_s,r_i_s,init_prob,q_r_s,b_r_s,e_r_s,f_r_s,r_r_s,rev_probs,q_tr_shared,q_tr_difference,q_tr_added,q_tr_removed,e_tr_shared,e_tr_difference,e_tr_added,e_tr_removed,f_tr_shared,f_tr_difference,f_tr_added,f_tr_removed,r_tr_shared,r_tr_difference,r_tr_added,r_tr_removed,b_tr_shared,b_tr_difference,b_tr_added,b_tr_removed,rev_probs_tr,q_ts_shared,q_ts_difference,q_ts_added,q_ts_removed,e_ts_shared,e_ts_difference,e_ts_added,e_ts_removed,f_ts_shared,f_ts_difference,f_ts_added,f_ts_removed,r_ts_shared,r_ts_difference,r_ts_added,r_ts_removed,b_ts_shared,b_ts_difference,b_ts_added,b_ts_removed,rev_probs_ts
90,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.295,0.025,0.03,0.065,1.335,0.105,0.0,0.33,1.295,0.085,0.0,0.35,0.035,0.0,0.035,0.015,0.75,0.025,0.01,0.335,-13.885983598585023,1.29,0.075,0.015,0.06,1.46,0.085,0.0,0.225,1.41,0.065,0.0,0.255,0.05,0.0,0.03,0.0,0.8,0.01,0.005,0.25,-13.885983598585023
91,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-15.06804492890464,1.185,0.01,0.03,0.015,1.335,0.07,0.0,0.235,1.26,0.08,0.005,0.225,0.045,0.0,0.01,0.025,0.675,0.01,0.005,0.235,-12.447460479588269,1.19,0.04,0.005,0.015,1.355,0.075,0.0,0.18,1.3,0.07,0.0,0.185,0.045,0.0,0.025,0.025,0.725,0.01,0.015,0.19,-12.447460479588269
92,"['Z.atleast', 'Z.forall']","['J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-19.057028976468914,"['Z.atleast', 'Z.forall']","['J(B,B)']","['Z.equal(xN,D)', 'Z.greater']","['colour', 'size']",[],-16.859804399132695,1.265,0.04,0.045,0.08,1.4,0.1,0.005,0.34,1.3,0.11,0.015,0.32,0.085,0.0,0.025,0.055,0.82,0.03,0.04,0.325,-14.520310881323505,1.265,0.09,0.01,0.09,1.52,0.085,0.0,0.255,1.4,0.04,0.01,0.275,0.105,0.0,0.03,0.025,0.87,0.005,0.035,0.27,-14.520310881323505
93,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.255,0.04,0.025,0.035,1.335,0.065,0.0,0.265,1.295,0.06,0.005,0.265,0.045,0.0,0.02,0.025,0.74,0.015,0.005,0.27,-13.067363316353946,1.3,0.04,0.01,0.02,1.395,0.065,0.005,0.205,1.355,0.045,0.005,0.2,0.055,0.0,0.005,0.015,0.775,0.0,0.02,0.215,-13.067363316353946
94,"['Z.exists', 'Z.forall']","['J(B,B)']","['Z.equal(xN,D)', 'Z.less']","['colour', 'size']",[],-14.662579820796475,['Z.exists'],"['J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'orientation']",[],-15.35572700135642,1.245,0.02,0.015,0.06,1.415,0.09,0.005,0.3,1.32,0.085,0.015,0.285,0.085,0.0,0.025,0.05,0.82,0.03,0.01,0.295,-13.90802044586005,1.265,0.085,0.015,0.01,1.585,0.06,0.0,0.22,1.48,0.055,0.0,0.205,0.12,0.0,0.005,0.02,0.87,0.01,0.02,0.225,-13.90802044586005
95,"['Z.atleast', 'Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'colour']",[],-31.129341633819564,"['Z.atleast', 'Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'colour']",[],-31.129341633819564,1.325,0.07,0.02,0.05,1.38,0.115,0.0,0.28,1.32,0.1,0.0,0.295,0.035,0.0,0.035,0.02,0.795,0.01,0.025,0.325,-14.312462739541013,1.37,0.055,0.02,0.025,1.51,0.115,0.0,0.185,1.435,0.075,0.0,0.23,0.05,0.0,0.045,0.0,0.86,0.005,0.035,0.205,-14.312462739541013
96,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,1.12,0.025,0.02,0.04,1.275,0.07,0.0,0.245,1.23,0.075,0.005,0.245,0.035,0.0,0.02,0.025,0.625,0.015,0.015,0.235,-12.152125087578701,1.19,0.05,0.0,0.01,1.43,0.08,0.0,0.13,1.375,0.05,0.005,0.14,0.05,0.0,0.015,0.01,0.73,0.005,0.005,0.145,-12.152125087578701
97,['Z.atleast'],[],"['Z.equal(xN,D)']",['size'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['size'],[],-8.083328608786376,1.365,0.035,0.03,0.035,1.4,0.075,0.005,0.34,1.32,0.065,0.01,0.325,0.095,0.0,0.015,0.035,0.805,0.005,0.015,0.36,-14.394275388614737,1.345,0.065,0.015,0.055,1.53,0.09,0.01,0.24,1.38,0.065,0.005,0.265,0.12,0.0,0.035,0.005,0.89,0.0,0.025,0.27,-14.394275388614737
98,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-15.06804492890464,1.25,0.05,0.035,0.03,1.36,0.08,0.0,0.285,1.305,0.075,0.005,0.295,0.045,0.0,0.03,0.025,0.775,0.02,0.02,0.285,-13.267096513397375,1.33,0.055,0.0,0.015,1.495,0.06,0.0,0.21,1.42,0.035,0.0,0.235,0.045,0.0,0.035,0.015,0.815,0.0,0.035,0.205,-13.267096513397375
99,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-15.06804492890464,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.225,0.04,0.04,0.06,1.41,0.105,0.0,0.31,1.315,0.08,0.005,0.31,0.11,0.0,0.025,0.03,0.825,0.03,0.02,0.285,-14.269017637765907,1.305,0.05,0.01,0.03,1.5,0.115,0.0,0.26,1.43,0.06,0.0,0.25,0.115,0.0,0.015,0.025,0.895,0.005,0.015,0.255,-14.269017637765907
100,"['Z.exists', 'Z.exists']","['J(B,B)']","['Z.equal(xN,xO,G)', 'Z.hor_operator(xN,xO,I)']",['colour'],['contact'],-12.177673171008475,"['Z.exists', 'Z.exists']",[],"['Z.hor_operator(xN,xO,I)']",[],['contact'],-6.29156913955832,1.235,0.05,0.02,0.07,1.41,0.075,0.015,0.225,1.335,0.08,0.015,0.245,0.035,0.0,0.035,0.015,0.785,0.035,0.115,0.225,-14.0640850145784,1.33,0.085,0.0,0.025,1.55,0.08,0.0,0.135,1.475,0.05,0.0,0.16,0.045,0.0,0.03,0.005,0.86,0.0,0.02,0.17,-14.0640850145784
101,['Z.exists'],"['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'orientation']",[],-21.241831032806576,['Z.forall'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.125,0.035,0.01,0.065,1.375,0.045,0.0,0.225,1.3,0.065,0.005,0.215,0.06,0.0,0.005,0.02,0.69,0.01,0.04,0.22,-12.632096432645842,1.215,0.035,0.01,0.01,1.48,0.065,0.0,0.145,1.38,0.04,0.0,0.17,0.07,0.0,0.03,0.005,0.76,0.0,0.02,0.155,-12.632096432645842
102,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,1.22,0.085,0.02,0.085,1.355,0.075,0.0,0.375,1.29,0.075,0.0,0.365,0.07,0.0,0.025,0.035,0.765,0.005,0.03,0.38,-13.993189888852534,1.36,0.07,0.01,0.025,1.515,0.105,0.0,0.27,1.41,0.075,0.005,0.275,0.08,0.0,0.03,0.03,0.89,0.015,0.015,0.295,-13.993189888852534
103,"['Z.exists', 'Z.exists']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-15.761192109464586,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'colour']",[],-22.74590842958285,1.3,0.04,0.02,0.02,1.385,0.08,0.0,0.25,1.34,0.07,0.005,0.275,0.035,0.0,0.05,0.03,0.77,0.025,0.015,0.28,-13.271032581845375,1.295,0.055,0.02,0.01,1.47,0.065,0.0,0.195,1.435,0.05,0.0,0.195,0.05,0.0,0.01,0.015,0.8,0.0,0.015,0.225,-13.271032581845375
104,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.3,0.065,0.01,0.05,1.455,0.07,0.0,0.31,1.3,0.1,0.005,0.305,0.12,0.0,0.02,0.03,0.87,0.03,0.045,0.24,-14.587286866397069,1.295,0.065,0.015,0.05,1.55,0.075,0.005,0.215,1.445,0.06,0.005,0.21,0.125,0.0,0.015,0.02,0.895,0.01,0.025,0.21,-14.587286866397069
105,"['Z.exactly', 'Z.forall']","['J(B,B)', 'J(B,B)', 'not_operator(B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour', 'colour', 'size']",[],-33.02646161670545,"['Z.exactly', 'Z.forall']","['J(B,B)', 'J(B,B)', 'not_operator(B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour', 'colour', 'size']",[],-33.02646161670545,1.205,0.045,0.035,0.075,1.325,0.09,0.0,0.265,1.25,0.09,0.0,0.285,0.035,0.0,0.035,0.015,0.755,0.015,0.03,0.285,-13.391329716401055,1.285,0.075,0.01,0.025,1.445,0.095,0.005,0.175,1.38,0.07,0.005,0.2,0.045,0.0,0.025,0.0,0.835,0.0,0.03,0.19,-13.391329716401055
106,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.155,0.005,0.04,0.04,1.325,0.055,0.0,0.27,1.23,0.075,0.01,0.265,0.055,0.0,0.02,0.035,0.655,0.01,0.01,0.3,-12.393260777655755,1.215,0.035,0.005,0.015,1.43,0.1,0.0,0.15,1.37,0.075,0.005,0.15,0.075,0.0,0.005,0.01,0.76,0.0,0.025,0.17,-12.393260777655755
107,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-15.06804492890464,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-15.06804492890464,1.265,0.045,0.05,0.08,1.36,0.08,0.005,0.365,1.285,0.08,0.01,0.355,0.07,0.0,0.025,0.04,0.755,0.02,0.035,0.355,-14.255107864770657,1.35,0.08,0.01,0.03,1.59,0.09,0.0,0.205,1.51,0.065,0.0,0.215,0.095,0.0,0.025,0.015,0.97,0.015,0.005,0.2,-14.255107864770657
108,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['colour'],[],-8.083328608786376,"['Z.forall', 'Z.forall']","['not_operator(B)', 'J(B,B)', 'J(B,B)', 'J(B,B)', 'J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'colour', 'size', 'colour', 'size']",[],-44.798669678605755,1.295,0.02,0.02,0.025,1.405,0.105,0.0,0.21,1.335,0.095,0.005,0.215,0.035,0.0,0.025,0.025,0.785,0.03,0.0,0.22,-13.380112915167024,1.245,0.07,0.025,0.02,1.455,0.06,0.0,0.21,1.43,0.05,0.0,0.2,0.035,0.0,0.01,0.025,0.77,0.0,0.025,0.23,-13.380112915167024
109,"['Z.atleast', 'Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'size', 'size']",[],-27.833504764815235,"['Z.atleast', 'Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'size', 'size']",[],-27.833504764815235,1.285,0.055,0.03,0.035,1.365,0.06,0.005,0.365,1.285,0.06,0.005,0.355,0.11,0.0,0.025,0.035,0.78,0.035,0.035,0.355,-14.140353774757592,1.315,0.05,0.015,0.035,1.54,0.075,0.005,0.245,1.45,0.055,0.005,0.235,0.125,0.0,0.015,0.025,0.875,0.01,0.04,0.215,-14.140353774757592
110,"['Z.exactly', 'Z.exists']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'size']",[],-16.859804398132695,"['Z.atleast', 'Z.exactly']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour', 'colour']",[],-26.04174529658718,1.255,0.035,0.02,0.065,1.34,0.065,0.0,0.305,1.3,0.065,0.0,0.32,0.04,0.0,0.025,0.01,0.74,0.015,0.01,0.335,-13.318990537706034,1.315,0.05,0.01,0.03,1.455,0.09,0.0,0.22,1.415,0.04,0.0,0.245,0.035,0.0,0.04,0.015,0.825,0.0,0.01,0.255,-13.318990537706034
111,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.greater']","['colour', 'colour', 'size']",[],-21.64729614091474,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'colour']",[],-22.74590842958285,1.155,0.045,0.02,0.02,1.305,0.06,0.0,0.235,1.225,0.08,0.01,0.26,0.07,0.0,0.03,0.015,0.66,0.015,0.01,0.245,-12.63406728813329,1.16,0.03,0.005,0.035,1.435,0.115,0.0,0.135,1.4,0.085,0.0,0.14,0.07,0.0,0.02,0.02,0.78,0.01,0.01,0.13,-12.63406728813329
112,"['Z.exactly', 'Z.atleast']","['J(B,B)', 'J(B,B)', 'J(B,B)', 'not_operator(B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'orientation', 'orientation']",[],-36.89766262861334,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,1.285,0.035,0.03,0.095,1.38,0.075,0.0,0.355,1.3,0.075,0.005,0.365,0.07,0.0,0.04,0.035,0.78,0.02,0.02,0.36,-14.213921611315373,1.285,0.13,0.025,0.025,1.6,0.07,0.0,0.205,1.525,0.035,0.0,0.22,0.085,0.0,0.035,0.025,0.95,0.005,0.025,0.195,-14.213921611315373
113,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-15.06804492890464,1.285,0.01,0.015,0.03,1.415,0.06,0.0,0.21,1.335,0.05,0.005,0.235,0.035,0.0,0.045,0.025,0.755,0.015,0.01,0.19,-13.227597120749312,1.275,0.05,0.01,0.015,1.46,0.08,0.0,0.16,1.4,0.06,0.0,0.18,0.045,0.0,0.025,0.01,0.81,0.0,0.01,0.17,-13.227597120749312
114,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.305,0.04,0.03,0.045,1.355,0.06,0.0,0.365,1.24,0.075,0.005,0.355,0.11,0.0,0.025,0.04,0.77,0.015,0.03,0.375,-14.17566216157886,1.325,0.05,0.015,0.04,1.595,0.1,0.0,0.21,1.47,0.065,0.0,0.225,0.135,0.0,0.025,0.01,0.905,0.025,0.03,0.18,-14.17566216157886
115,['Z.atleast'],"['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'orientation']",[],-22.340443321474687,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-15.06804492890464,1.31,0.03,0.01,0.045,1.345,0.07,0.0,0.295,1.305,0.07,0.0,0.305,0.035,0.0,0.025,0.015,0.745,0.02,0.0,0.325,-13.250865779542329,1.305,0.06,0.015,0.02,1.49,0.065,0.01,0.18,1.45,0.035,0.01,0.195,0.045,0.0,0.02,0.005,0.835,0.005,0.035,0.205,-13.250865779542329
116,['Z.forall'],[],"['Z.equal(xN,D)']",['orientation'],[],-7.272398392570047,"['Z.atleast', 'Z.atleast', 'Z.atleast']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour', 'colour']",[],-31.129341633819564,1.175,0.025,0.035,0.03,1.36,0.105,0.0,0.22,1.27,0.095,0.01,0.225,0.065,0.0,0.02,0.025,0.735,0.0,0.005,0.245,-12.827248176039905,1.175,0.065,0.01,0.015,1.45,0.065,0.0,0.17,1.38,0.055,0.005,0.17,0.075,0.0,0.01,0.015,0.745,0.02,0.03,0.145,-12.827248176039905
117,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,"['Z.exactly', 'Z.exactly']","['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'colour']",[],-20.155641266137025,1.375,0.07,0.02,0.025,1.435,0.07,0.0,0.33,1.335,0.08,0.005,0.36,0.075,0.0,0.055,0.03,0.855,0.025,0.035,0.31,-14.762929322265181,1.355,0.06,0.01,0.06,1.6,0.105,0.0,0.215,1.465,0.07,0.005,0.225,0.09,0.0,0.025,0.02,0.96,0.015,0.035,0.2,-14.762929322265181
118,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,['Z.exists'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size']",[],-13.969432640236532,1.255,0.03,0.025,0.015,1.37,0.06,0.0,0.215,1.31,0.06,0.005,0.225,0.04,0.0,0.025,0.02,0.765,0.01,0.0,0.21,-12.948735270522873,1.23,0.045,0.015,0.02,1.445,0.055,0.0,0.165,1.41,0.045,0.0,0.16,0.035,0.0,0.015,0.025,0.75,0.01,0.015,0.17,-12.948735270522873
119,['Z.atmost'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-16.16665721857275,['Z.atmost'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-16.16665721857275,1.38,0.03,0.02,0.03,1.495,0.125,0.0,0.275,1.33,0.12,0.01,0.275,0.105,0.0,0.035,0.045,0.905,0.005,0.02,0.285,-15.041089317272156,1.335,0.055,0.02,0.045,1.505,0.095,0.0,0.28,1.385,0.065,0.0,0.28,0.12,0.0,0.03,0.03,0.83,0.01,0.07,0.27,-15.041089317272156
120,['Z.exists'],[],"['Z.equal(xN,D)']",['colour'],[],-6.984716320118265,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.3,0.025,0.015,0.04,1.4,0.06,0.0,0.245,1.35,0.065,0.0,0.245,0.03,0.0,0.02,0.02,0.755,0.02,0.005,0.28,-13.488982651547248,1.275,0.05,0.01,0.03,1.505,0.085,0.0,0.165,1.47,0.04,0.0,0.175,0.035,0.0,0.025,0.015,0.82,0.01,0.03,0.19,-13.488982651547248
121,['Z.exactly'],"['J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'orientation']",[],-17.552951579692643,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,1.175,0.015,0.01,0.05,1.34,0.07,0.0,0.24,1.215,0.07,0.005,0.245,0.07,0.0,0.02,0.02,0.695,0.015,0.015,0.235,-12.696252067012985,1.21,0.06,0.005,0.01,1.475,0.09,0.0,0.145,1.36,0.055,0.0,0.17,0.075,0.0,0.03,0.015,0.775,0.0,0.015,0.16,-12.696252067012985
122,"['Z.atleast', 'Z.atmost']",[],"['Z.equal(xN,D)']",['colour'],[],-13.17092494601876,['Z.atmost'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.345,0.015,0.05,0.07,1.505,0.075,0.005,0.315,1.42,0.075,0.005,0.325,0.07,0.0,0.035,0.025,0.905,0.025,0.04,0.285,-15.286176358973153,1.38,0.06,0.015,0.055,1.595,0.07,0.005,0.23,1.515,0.05,0.005,0.245,0.085,0.0,0.03,0.015,0.945,0.01,0.04,0.245,-15.286176358973153
123,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.235,0.035,0.005,0.02,1.31,0.07,0.01,0.22,1.26,0.07,0.015,0.22,0.04,0.0,0.015,0.02,0.69,0.02,0.04,0.235,-12.633200865248618,1.215,0.04,0.005,0.03,1.465,0.07,0.005,0.135,1.44,0.04,0.005,0.125,0.035,0.0,0.005,0.025,0.795,0.0,0.025,0.15,-12.633200865248618
124,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,['Z.forall'],['not_operator(B)'],"['Z.equal(xN,D)']",['orientation'],[],-8.371010681238156,1.315,0.03,0.03,0.06,1.405,0.075,0.005,0.31,1.295,0.07,0.015,0.31,0.105,0.0,0.035,0.045,0.815,0.025,0.03,0.305,-14.559759446570375,1.335,0.065,0.005,0.045,1.57,0.1,0.005,0.185,1.455,0.065,0.005,0.185,0.105,0.0,0.03,0.035,0.91,0.0,0.025,0.19,-14.559759446570375
125,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.26,0.045,0.02,0.055,1.365,0.095,0.005,0.295,1.315,0.065,0.005,0.335,0.035,0.0,0.055,0.015,0.76,0.025,0.02,0.325,-13.579369292756438,1.31,0.055,0.0,0.035,1.48,0.06,0.0,0.2,1.44,0.025,0.0,0.22,0.045,0.0,0.025,0.005,0.835,0.0,0.01,0.22,-13.579369292756438
126,['Z.atleast'],[],"['Z.equal(xN,D)']",['size'],[],-8.083328608786376,"['Z.forall', 'Z.exists']","['J(B,B)', 'J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.greater']","['size', 'colour', 'size']",[],-21.64729614091474,1.135,0.03,0.03,0.045,1.345,0.07,0.0,0.23,1.23,0.07,0.015,0.235,0.08,0.0,0.025,0.035,0.695,0.01,0.055,0.22,-12.755237332537472,1.18,0.055,0.015,0.02,1.405,0.06,0.005,0.17,1.335,0.03,0.005,0.16,0.09,0.0,0.01,0.025,0.73,0.015,0.015,0.17,-12.755237332537472
127,['Z.exactly'],[],"['Z.equal(xN,D)']",['size'],[],-9.181940898454485,"['Z.exists', 'Z.exists']","['J(B,B)', 'J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'size', 'colour']",[],-22.74590842958285,1.385,0.05,0.02,0.055,1.44,0.065,0.015,0.295,1.375,0.095,0.0,0.305,0.055,0.0,0.045,0.02,0.86,0.045,0.085,0.265,-15.240793457054165,1.355,0.105,0.01,0.035,1.585,0.085,0.0,0.21,1.5,0.045,0.0,0.235,0.065,0.0,0.035,0.01,0.94,0.015,0.015,0.225,-15.240793457054165
128,['Z.atleast'],[],"['Z.equal(xN,D)']",['size'],[],-8.083328608786376,['Z.atleast'],[],"['Z.equal(xN,D)']",['size'],[],-8.083328608786376,1.225,0.035,0.01,0.02,1.305,0.055,0.0,0.215,1.255,0.065,0.005,0.24,0.045,0.0,0.035,0.015,0.69,0.02,0.01,0.235,-12.441197807698568,1.205,0.05,0.015,0.015,1.4,0.06,0.0,0.17,1.375,0.04,0.0,0.165,0.045,0.0,0.005,0.015,0.73,0.03,0.01,0.155,-12.441197807698568
129,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-15.06804492890464,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['size', 'colour']",[],-15.06804492890464,1.31,0.045,0.035,0.045,1.355,0.09,0.0,0.395,1.26,0.065,0.005,0.38,0.105,0.0,0.035,0.055,0.77,0.02,0.025,0.365,-14.106075578368372,1.385,0.07,0.01,0.01,1.575,0.09,0.0,0.23,1.44,0.065,0.005,0.22,0.13,0.0,0.015,0.03,0.875,0.0,0.045,0.225,-14.106075578368372
130,['Z.atleast'],"['J(B,B)', 'J(B,B)', 'J(B,B)', 'J(B,B)', 'not_operator(B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)', 'Z.equal(xN,D)']","['colour', 'size', 'orientation', 'colour', 'size']",[],-37.40848825037933,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.235,0.045,0.025,0.045,1.385,0.08,0.0,0.28,1.36,0.055,0.0,0.315,0.03,0.0,0.045,0.01,0.795,0.015,0.01,0.325,-13.505728058414864,1.28,0.065,0.025,0.01,1.555,0.07,0.005,0.175,1.47,0.06,0.005,0.225,0.025,0.0,0.055,0.005,0.87,0.0,0.045,0.205,-13.505728058414864
131,['Z.atleast'],"['J(B,B)']","['Z.equal(xN,D)', 'Z.equal(xN,D)']","['orientation', 'colour']",[],-16.45433929102453,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.195,0.05,0.02,0.045,1.305,0.065,0.005,0.29,1.245,0.045,0.02,0.28,0.08,0.0,0.015,0.04,0.695,0.0,0.035,0.32,-12.877982142094618,1.255,0.05,0.005,0.02,1.415,0.085,0.0,0.215,1.335,0.07,0.0,0.2,0.09,0.0,0.01,0.03,0.765,0.0,0.005,0.25,-12.877982142094618
132,['Z.atleast'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,['Z.exactly'],[],"['Z.equal(xN,D)']",['colour'],[],-9.181940898454485,1.29,0.05,0.04,0.07,1.4,0.075,0.0,0.37,1.32,0.085,0.0,0.365,0.06,0.0,0.025,0.03,0.78,0.005,0.035,0.37,-14.246670227390915,1.315,0.065,0.01,0.075,1.565,0.08,0.0,0.24,1.47,0.055,0.0,0.255,0.075,0.0,0.025,0.01,0.85,0.005,0.025,0.27,-14.246670227390915
